assessmentIdentifier,namespace,assessmentTitle,assessmentFamily,academicSubjectDescriptor,assessmentCategoryDescriptor,originalSubject,originalSubType
grade_8_elpac_ia_listening_ii,uri://www.caaspp-elpac.org,Grade 8 ELPAC IA-Listening II,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
grade_8_elpac_ia_reading_i,uri://www.caaspp-elpac.org,Grade 8 ELPAC IA-Reading I,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
grade_8_elpac_ia_reading_ii,uri://www.caaspp-elpac.org,Grade 8 ELPAC IA-Reading II,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
grade_8_elpac_ia_speaking_i,uri://www.caaspp-elpac.org,Grade 8 ELPAC IA-Speaking I,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
grade_8_elpac_ia_speaking_ii,uri://www.caaspp-elpac.org,Grade 8 ELPAC IA-Speaking II,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
grade_8_elpac_ia_writing_i,uri://www.caaspp-elpac.org,Grade 8 ELPAC IA-Writing I,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
grade_8_elpac_ia_writing_ii,uri://www.caaspp-elpac.org,Grade 8 ELPAC IA-Writing II,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
grade_8_math_analyze_solve_linear_equations,uri://www.caaspp-elpac.org,Grade 8 MATH - Analyze and Solve Linear Equations (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
grade_8_math_congruence_similarity,uri://www.caaspp-elpac.org,Grade 8 MATH - Congruence and Similarity (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
grade_8_math_expressions_equations_i,uri://www.caaspp-elpac.org,Grade 8 MATH - Expressions and Equations I (IAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
grade_8_math_expressions_equations_ii,uri://www.caaspp-elpac.org,Grade 8 MATH - Expressions and Equations II (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
grade_8_math_functions,uri://www.caaspp-elpac.org,Grade 8 MATH - Functions (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
grade_8_math_geometry,uri://www.caaspp-elpac.org,Grade 8 MATH - Geometry (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
grade_8_math_ica,uri://www.caaspp-elpac.org,Grade 8 MATH - Interim Comprehensive Assessment (ICA),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,ICA
grade_8_math_performance_task_baseball_tickets,uri://www.caaspp-elpac.org,Grade 8 MATH - Performance Task - Baseball Tickets (IAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
grade_8_math_proportional_relationships_lines,uri://www.caaspp-elpac.org,"Grade 8 MATH - Proportional Relationships, Lines, and Linear Equations (FIAB)",Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
grade_8_math_pythagorean_theorem,uri://www.caaspp-elpac.org,Grade 8 MATH - Pythagorean Theorem (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
grade_8_math_radicals_integer_exponents,uri://www.caaspp-elpac.org,Grade 8 MATH - Radicals and Integer Exponents (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
grade_8_math_the_number_system,uri://www.caaspp-elpac.org,Grade 8 MATH - The Number System (IAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
grade_8_math_volume_cylinders_cones_spheres,uri://www.caaspp-elpac.org,"Grade 8 MATH - Volume of Cylinders, Cones, and Spheres (FIAB)",Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
grade_9_10_elpac_ia_listening_i,uri://www.caaspp-elpac.org,Grade 9-10 ELPAC IA-Listening I,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
grade_9_10_elpac_ia_listening_ii,uri://www.caaspp-elpac.org,Grade 9-10 ELPAC IA-Listening II,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
grade_9_10_elpac_ia_reading_i,uri://www.caaspp-elpac.org,Grade 9-10 ELPAC IA-Reading I,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
grade_9_10_elpac_ia_reading_ii,uri://www.caaspp-elpac.org,Grade 9-10 ELPAC IA-Reading II,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
grade_9_10_elpac_ia_speaking_i,uri://www.caaspp-elpac.org,Grade 9-10 ELPAC IA-Speaking I,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
grade_9_10_elpac_ia_speaking_ii,uri://www.caaspp-elpac.org,Grade 9-10 ELPAC IA-Speaking II,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
grade_9_10_elpac_ia_writing_i,uri://www.caaspp-elpac.org,Grade 9-10 ELPAC IA-Writing I,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
grade_9_10_elpac_ia_writing_ii,uri://www.caaspp-elpac.org,Grade 9-10 ELPAC IA-Writing II,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
grade_9_ela_ica,uri://www.caaspp-elpac.org,Grade 9 ELA - Interim Comprehensive Assessment (ICA),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,ICA
grade_9_math_ica,uri://www.caaspp-elpac.org,Grade 9 MATH - Interim Comprehensive Assessment (ICA),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,ICA
hs_cast_ia_earth_space_sciences_i,uri://www.caaspp-elpac.org,High School CAST IA-Earth and Space Sciences I,California Science Test (CAST),uri://ed-fi.org/AcademicSubjectDescriptor#Science,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,CAST,IAB
hs_cast_ia_earth_space_sciences_ii,uri://www.caaspp-elpac.org,High School CAST IA-Earth and Space Sciences II,California Science Test (CAST),uri://ed-fi.org/AcademicSubjectDescriptor#Science,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,CAST,IAB
hs_cast_ia_life_sciences_i,uri://www.caaspp-elpac.org,High School CAST IA-Life Sciences I,California Science Test (CAST),uri://ed-fi.org/AcademicSubjectDescriptor#Science,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,CAST,IAB
hs_cast_ia_life_sciences_ii,uri://www.caaspp-elpac.org,High School CAST IA-Life Sciences II,California Science Test (CAST),uri://ed-fi.org/AcademicSubjectDescriptor#Science,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,CAST,IAB
hs_cast_ia_physical_sciences_i,uri://www.caaspp-elpac.org,High School CAST IA-Physical Sciences I,California Science Test (CAST),uri://ed-fi.org/AcademicSubjectDescriptor#Science,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,CAST,IAB
hs_cast_ia_physical_sciences_ii,uri://www.caaspp-elpac.org,High School CAST IA-Physical Sciences II,California Science Test (CAST),uri://ed-fi.org/AcademicSubjectDescriptor#Science,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,CAST,IAB
hs_ela_brief_writes,uri://www.caaspp-elpac.org,High School ELA - Brief Writes (IAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_editing,uri://www.caaspp-elpac.org,High School ELA - Editing (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_language_vocab_use,uri://www.caaspp-elpac.org,High School ELA - Language and Vocabulary Use (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_listen/interpret,uri://www.caaspp-elpac.org,High School ELA - Listen/Interpret (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_make_support_inferences_informational,uri://www.caaspp-elpac.org,High School ELA - Make and Support Inferences (Informational) (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_make_support_inferences_literary,uri://www.caaspp-elpac.org,High School ELA - Make and Support Inferences (Literary) (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_performance_task_how_we_learn,uri://www.caaspp-elpac.org,High School ELA - Performance Task - How We Learn (IAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_read_informational,uri://www.caaspp-elpac.org,High School ELA - Read Informational Texts (IAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_read_literary,uri://www.caaspp-elpac.org,High School ELA - Read Literary Texts (IAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_research_analyze_integrate_information,uri://www.caaspp-elpac.org,High School ELA - Research: Analyze and Integrate Information (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_research_evaluate_information_sources,uri://www.caaspp-elpac.org,High School ELA - Research: Evaluate Information and Sources (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_research,uri://www.caaspp-elpac.org,High School ELA - Research (IAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_research_use_evidence,uri://www.caaspp-elpac.org,High School ELA - Research: Use Evidence (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_revision,uri://www.caaspp-elpac.org,High School ELA - Revision (IAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_text_analysis_informational,uri://www.caaspp-elpac.org,High School ELA - Text Analysis (Informational) (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_text_analysis_literary,uri://www.caaspp-elpac.org,High School ELA - Text Analysis (Literary) (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_write_revise_argumentative,uri://www.caaspp-elpac.org,High School ELA - Write and Revise Argumentative Texts (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_write_revise_explanatory,uri://www.caaspp-elpac.org,High School ELA - Write and Revise Explanatory Texts (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_ela_write_revise_narratives,uri://www.caaspp-elpac.org,High School ELA - Write and Revise Narratives (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#English Language Arts,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELA,IAB
hs_math_algebra_functions_i,uri://www.caaspp-elpac.org,High School MATH - Algebra and Functions I (IAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_algebra_functions_ii,uri://www.caaspp-elpac.org,High School MATH - Algebra and Functions II (IAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_analyze_building_functions_linear_exponential,uri://www.caaspp-elpac.org,High School MATH - Analyze and Building Functions: Linear and Exponential (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_analyze_building_functions_quadratic,uri://www.caaspp-elpac.org,High School MATH - Analyze and Building Functions: Quadratic (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_create_equations_linear_exponential,uri://www.caaspp-elpac.org,High School MATH - Create Equations: Linear and Exponential (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_create_equations_quadratic,uri://www.caaspp-elpac.org,High School MATH - Create Equations: Quadratic (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_equations_reasoning,uri://www.caaspp-elpac.org,High School MATH - Equations and Reasoning (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_geometry_right_triangle_trigonometry,uri://www.caaspp-elpac.org,High School MATH - Geometry and Right Triangle Trigonometry (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_geometry_congruence,uri://www.caaspp-elpac.org,High School MATH - Geometry Congruence (IAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_geometry_measurement_modeling,uri://www.caaspp-elpac.org,High School MATH - Geometry Measurement and Modeling (IAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_graph_equations_inequalities_linear_exponential,uri://www.caaspp-elpac.org,High School MATH - Graph Equations and Inequalities: Linear and Exponential (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_graph_equations_inequalities_quadratic,uri://www.caaspp-elpac.org,High School MATH - Graph Equations and Inequalities: Quadratic (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_interpreting_functions,uri://www.caaspp-elpac.org,High School MATH - Interpreting Functions (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_number_quantity,uri://www.caaspp-elpac.org,High School MATH - Number and Quantity (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_performance_task_teen_driving_restrictions,uri://www.caaspp-elpac.org,High School MATH - Performance Task - Teen Driving Restrictions (IAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_seeing_structure_in_expressions/polynomials,uri://www.caaspp-elpac.org,High School MATH - Seeing Structure in Expressions/Polynomial Expressions (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_solve_equations_inequalities_linear_exponential,uri://www.caaspp-elpac.org,High School MATH - Solve Equations and Inequalities: Linear and Exponential (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_solve_equations_inequalities_quadratic,uri://www.caaspp-elpac.org,High School MATH - Solve Equations and Inequalities: Quadratic (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
hs_math_statistics_probability,uri://www.caaspp-elpac.org,High School MATH - Statistics and Probability (FIAB),Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,Math,IAB
kindergarten_elpac_ia_listening_i,uri://www.caaspp-elpac.org,Kindergarten ELPAC IA-Listening I,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
kindergarten_elpac_ia_listening_ii,uri://www.caaspp-elpac.org,Kindergarten ELPAC IA-Listening II,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
kindergarten_elpac_ia_reading_i,uri://www.caaspp-elpac.org,Kindergarten ELPAC IA-Reading I,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
kindergarten_elpac_ia_reading_ii,uri://www.caaspp-elpac.org,Kindergarten ELPAC IA-Reading II,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
kindergarten_elpac_ia_speaking_i,uri://www.caaspp-elpac.org,Kindergarten ELPAC IA-Speaking I,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
kindergarten_elpac_ia_speaking_ii,uri://www.caaspp-elpac.org,Kindergarten ELPAC IA-Speaking II,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
kindergarten_elpac_ia_writing_i,uri://www.caaspp-elpac.org,Kindergarten ELPAC IA-Writing I,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
kindergarten_elpac_ia_writing_ii,uri://www.caaspp-elpac.org,Kindergarten ELPAC IA-Writing II,ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,ELPAC,IAB
math_summative_grade_10,uri://www.caaspp-elpac.org,Math Summative Grade 10,Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#State assessment,Math,SUM
math_summative_grade_11,uri://www.caaspp-elpac.org,Math Summative Grade 11,Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#State assessment,Math,SUM
math_summative_grade_3,uri://www.caaspp-elpac.org,Math Summative Grade 3,Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#State assessment,Math,SUM
math_summative_grade_4,uri://www.caaspp-elpac.org,Math Summative Grade 4,Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#State assessment,Math,SUM
math_summative_grade_5,uri://www.caaspp-elpac.org,Math Summative Grade 5,Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#State assessment,Math,SUM
math_summative_grade_6,uri://www.caaspp-elpac.org,Math Summative Grade 6,Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#State assessment,Math,SUM
math_summative_grade_7,uri://www.caaspp-elpac.org,Math Summative Grade 7,Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#State assessment,Math,SUM
math_summative_grade_8,uri://www.caaspp-elpac.org,Math Summative Grade 8,Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#State assessment,Math,SUM
math_summative_grade_9,uri://www.caaspp-elpac.org,Math Summative Grade 9,Smarter Balanced Assessments,uri://ed-fi.org/AcademicSubjectDescriptor#Mathematics,uri://ed-fi.org/AssessmentCategoryDescriptor#State assessment,Math,SUM
ms_cast_ia_earth_space_sciences_i,uri://www.caaspp-elpac.org,Middle School CAST IA-Earth and Space Sciences I,California Science Test (CAST),uri://ed-fi.org/AcademicSubjectDescriptor#Science,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,CAST,IAB
ms_cast_ia_earth_space_sciences_ii,uri://www.caaspp-elpac.org,Middle School CAST IA-Earth and Space Sciences II,California Science Test (CAST),uri://ed-fi.org/AcademicSubjectDescriptor#Science,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,CAST,IAB
ms_cast_ia_life_sciences_i,uri://www.caaspp-elpac.org,Middle School CAST IA-Life Sciences I,California Science Test (CAST),uri://ed-fi.org/AcademicSubjectDescriptor#Science,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,CAST,IAB
ms_cast_ia_life_sciences_ii,uri://www.caaspp-elpac.org,Middle School CAST IA-Life Sciences II,California Science Test (CAST),uri://ed-fi.org/AcademicSubjectDescriptor#Science,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,CAST,IAB
ms_cast_ia_physical_sciences_i,uri://www.caaspp-elpac.org,Middle School CAST IA-Physical Sciences I,California Science Test (CAST),uri://ed-fi.org/AcademicSubjectDescriptor#Science,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,CAST,IAB
ms_cast_ia_physical_sciences_ii,uri://www.caaspp-elpac.org,Middle School CAST IA-Physical Sciences II,California Science Test (CAST),uri://ed-fi.org/AcademicSubjectDescriptor#Science,uri://ed-fi.org/AssessmentCategoryDescriptor#Interim,CAST,IAB
summative_alternate_elpac_grade_1,uri://www.caaspp-elpac.org,Summative Alternate ELPAC Grade 1,Alternate ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#State alternate assessment/ELL,ALTELPAC,SUM
summative_alternate_elpac_grade_10,uri://www.caaspp-elpac.org,Summative Alternate ELPAC Grade 10,Alternate ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#State alternate assessment/ELL,ELPAC,SUM
summative_alternate_elpac_grade_11,uri://www.caaspp-elpac.org,Summative Alternate ELPAC Grade 11,Alternate ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#State alternate assessment/ELL,ELPAC,SUM
summative_alternate_elpac_grade_12,uri://www.caaspp-elpac.org,Summative Alternate ELPAC Grade 12,Alternate ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#State alternate assessment/ELL,ALTELPAC,SUM
summative_alternate_elpac_grade_2,uri://www.caaspp-elpac.org,Summative Alternate ELPAC Grade 2,Alternate ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#State alternate assessment/ELL,ALTELPAC,SUM
summative_alternate_elpac_grade_3,uri://www.caaspp-elpac.org,Summative Alternate ELPAC Grade 3,Alternate ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#State alternate assessment/ELL,ALTELPAC,SUM
summative_alternate_elpac_grade_4,uri://www.caaspp-elpac.org,Summative Alternate ELPAC Grade 4,Alternate ELPAC,uri://ed-fi.org/AcademicSubjectDescriptor#English,uri://ed-fi.org/AssessmentCategoryDescriptor#State alternate assessment/ELL,ALTELPAC,SUM
